Sales,Month,AgeInMonths,ProfileInMonths,Subscribed,NumPrevOrders,AvgSpend,POSR,OPR,Online,Discount,ShippingOption,Shipping,Country,Platform,Payment,DayOfWeek,Ad_1,Ad_2,Ad_3,SocialMedia
1328.75,July,308,32,Monthly,27,191.31,4.1,0.55,45,0,Standard,Paid,South Africa,iOS,Credit Card,Thursday,No,Yes,No,None
709.12,August,487,25,None,29,360.68,5.1,0.54,77,0,Premium,Paid,South Africa,Computer,Credit Card,Thursday,Yes,Yes,No,Twitter
815.86,March,479,65,Daily,47,190.79,5.4,0.52,77,0,Standard,Paid,South Africa,Computer,EFT,Thursday,Yes,Yes,No,Twitter
489.18,March,453,24,Weekly,31,190.73,2.7,0.69,45,0,Premium,Paid,Belgium,Computer,PayPal,Tuesday,Yes,Yes,No,Twitter
1238.7,November,329,21,None,24,415.3,4.6,0.71,53,0,Standard,Paid,India,Computer,Credit Card,Sunday,No,Yes,No,None
469.49,February,435,30,None,34,263.01,0.2,0.82,53,0,Express,Free,Ireland,iOS,EFT,Saturday,No,No,Yes,None
522.73,July,441,17,None,6,365.5,4.9,0.93,46,0,Premium,Paid,South Africa,Android,EFT,Friday,No,Yes,No,None
908.51,October,375,24,Monthly,31,393.29,5.7,0.82,44,0,Express,Paid,Ireland,iOS,Account Credit,Friday,No,Yes,No,None
596.97,July,404,39,Monthly,37,137.32,6,0.94,29,0,Express,Paid,China,Computer,EFT,Wednesday,Yes,Yes,No,Instagram
1077.8,August,538,0,None,0,0,6.2,0,76,13,Express,Paid,Japan,Android,Account Credit,Sunday,No,Yes,No,None
599.64,December,463,22,None,19,156.26,7.9,0.51,41,0,Express,Paid,Belgium,Computer,Credit Card,Sunday,No,Yes,No,None
554.21,May,493,0,None,0,0,6.4,0,30,0,Premium,Paid,South Africa,Android,Credit Card,Friday,No,Yes,No,None
579.65,April,410,28,None,24,345.02,5,0.87,42,0,Premium,Paid,South Africa,Computer,Credit Card,Thursday,Yes,Yes,No,Instagram
517.48,January,444,24,Monthly,35,250.8,4.7,0.55,76,0,Express,Paid,South Africa,Computer,Credit Card,Sunday,No,Yes,No,None
699.15,July,491,33,Monthly,24,216.46,3.5,0.75,36,0,Express,Paid,South Africa,Computer,EFT,Tuesday,Yes,No,No,Facebook
519.85,September,523,29,None,36,311.31,1.9,0.93,55,0,Premium,Paid,South Africa,Computer,EFT,Saturday,No,Yes,No,None
541.6,January,448,28,Monthly,20,187.21,5.8,0.94,45,0,Standard,Paid,South Africa,Computer,Credit Card,Tuesday,No,Yes,Yes,None
573.14,June,405,15,Monthly,13,190.14,6,0.83,44,0,Premium,Paid,South Africa,Computer,Credit Card,Tuesday,No,Yes,Yes,None
819.54,April,363,22,None,24,327.78,0.7,0.52,69,19,Standard,Free,South Africa,Computer,Credit Card,Wednesday,Yes,No,Yes,Facebook
601.68,February,433,27,None,29,242.71,7.5,0.84,19,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,Yes,No,Yes,Instagram
452.84,January,483,50,None,45,229.96,5.8,0.84,57,0,Standard,Paid,Kenya,iOS,Credit Card,Monday,No,No,Yes,None
502.26,June,376,10,Monthly,7,247.87,5,0.64,78,41,Standard,Paid,South Africa,Computer,Credit Card,Saturday,No,No,No,None
534.01,February,497,28,None,25,192.54,5.1,0.58,104,0,Premium,Free,South Africa,Computer,Account Credit,Saturday,No,Yes,No,None
513.85,March,394,54,Daily,53,157.17,6.8,0.56,28,13,Standard,Paid,China,iOS,Credit Card,Saturday,No,No,Yes,None
532.99,November,430,16,None,16,310.12,3,0.55,19,0,Premium,Paid,South Africa,Computer,Credit Card,Saturday,No,Yes,No,None
866.84,January,421,0,None,0,0,7.2,0,48,31,Premium,Paid,China,Android,PayPal,Sunday,No,Yes,No,None
823.07,July,529,65,None,53,176.87,0.8,0.75,31,0,Premium,Paid,Germany,Android,Credit Card,Thursday,No,Yes,Yes,None
669.17,March,464,52,Daily,40,280.72,7.6,0.91,63,13,Express,Paid,South Africa,Computer,EFT,Sunday,No,Yes,Yes,None
541.94,December,413,18,None,11,384.83,7.8,0.8,85,0,Premium,Free,South Africa,iOS,Account Credit,Sunday,No,Yes,Yes,None
638.54,February,502,31,Monthly,26,241.77,4.6,0.7,40,0,Standard,Paid,South Africa,iOS,Credit Card,Saturday,No,Yes,Yes,None
408.25,March,479,34,None,36,244.21,1.3,0.96,44,0,Express,Paid,United States,Computer,Credit Card,Saturday,Yes,No,Yes,Instagram
448.15,April,434,28,None,36,239.57,5.9,0.71,56,0,Standard,Paid,Kenya,Android,Credit Card,Friday,Yes,No,No,Facebook
520.24,April,460,46,Weekly,49,280.36,2.9,0.75,56,11,Standard,Free,South Africa,iOS,EFT,Saturday,No,Yes,Yes,None
615.21,January,464,0,None,0,0,5,0,75,0,Premium,Paid,South Africa,iOS,Credit Card,Thursday,No,Yes,No,None
620.8,February,501,33,None,30,195.85,3.6,0.66,62,0,Express,Paid,South Africa,Android,Credit Card,Saturday,No,No,No,None
490.77,September,508,37,None,45,298.1,0.8,0.99,85,0,Express,Paid,South Africa,Computer,EFT,Tuesday,Yes,No,Yes,Facebook
1068.75,July,340,33,None,36,167.94,3.8,0.69,30,0,Standard,Paid,China,Computer,Credit Card,Monday,Yes,No,Yes,Instagram
468.84,October,461,28,Daily,33,158.15,5.2,0.61,54,0,Premium,Paid,South Africa,Computer,PayPal,Thursday,Yes,No,No,Facebook
1096.06,June,571,19,None,13,220.84,7.5,0.9,55,0,Premium,Paid,Belgium,Computer,Credit Card,Wednesday,No,Yes,No,None
534.29,June,471,37,None,36,165,2.5,0.68,55,0,Standard,Paid,South Africa,Computer,Credit Card,Thursday,No,Yes,No,None
486.76,December,466,0,None,0,0,2.7,0,49,0,Express,Paid,South Africa,Android,EFT,Wednesday,No,No,Yes,None
683.73,June,352,37,Weekly,28,312.5,1.6,0.66,28,0,Express,Paid,Netherlands,Android,EFT,Saturday,No,Yes,No,None
669.14,July,502,25,None,25,251.29,0.4,0.7,31,0,Express,Paid,Belgium,Computer,Credit Card,Friday,Yes,No,Yes,Facebook
1006.82,August,354,43,None,43,201.48,7.8,0.92,34,0,Express,Paid,Belgium,Computer,EFT,Saturday,No,Yes,Yes,None
550.15,May,444,62,None,46,281.96,3.4,0.99,63,36,Express,Paid,South Africa,Computer,Credit Card,Wednesday,Yes,Yes,No,Instagram
1132.44,March,549,0,None,0,0,3.4,0,68,0,Standard,Paid,South Africa,Computer,EFT,Friday,No,Yes,Yes,None
535.84,March,405,34,Monthly,22,154.75,6,0.74,37,0,Standard,Paid,Belgium,Computer,Credit Card,Saturday,No,Yes,No,None
550.94,February,455,66,Daily,47,283.83,6.7,0.7,57,0,Standard,Paid,Italy,Computer,Credit Card,Wednesday,Yes,Yes,No,Facebook
444.99,January,419,8,None,7,247.34,0.5,0.92,65,0,Express,Paid,China,Computer,EFT,Friday,Yes,No,No,Twitter
699.38,May,352,31,None,29,184.73,7.6,0.94,54,45,Premium,Paid,China,Computer,Credit Card,Thursday,No,Yes,Yes,None
745.46,June,507,46,Daily,49,206.95,5.5,0.55,45,15,Express,Free,South Africa,Computer,EFT,Saturday,Yes,Yes,No,Twitter
514.79,July,477,23,None,21,135.29,0.1,0.75,37,0,Express,Free,Ireland,Android,Credit Card,Wednesday,No,No,Yes,None
595.41,June,357,29,Weekly,27,232.09,3.8,0.63,51,43,Premium,Paid,South Africa,Computer,Credit Card,Monday,Yes,No,Yes,Instagram
1773.96,November,301,7,None,16,220.24,5.7,0.56,77,0,Standard,Paid,South Africa,Computer,Credit Card,Monday,No,Yes,No,None
486.1,December,501,31,None,36,174.11,0.7,0.87,51,0,Premium,Paid,South Africa,Android,Credit Card,Friday,Yes,No,Yes,Instagram
590.77,August,426,19,None,8,182.07,7.4,0.52,52,0,Standard,Paid,Ireland,Computer,Credit Card,Saturday,No,Yes,No,None
463.45,May,404,50,None,53,199.98,2.1,0.62,28,0,Express,Paid,Ireland,Computer,Credit Card,Monday,No,No,Yes,None
2779.49,March,582,0,None,0,0,7.5,0,39,0,Standard,Free,South Africa,Android,Credit Card,Monday,No,Yes,Yes,None
526.2,July,415,29,None,20,288.95,0.9,0.68,60,0,Standard,Free,China,Computer,Credit Card,Saturday,Yes,No,No,Instagram
645.73,September,378,24,None,23,230.01,5.4,0.69,59,34,Standard,Free,Belgium,Computer,EFT,Friday,No,Yes,No,None
549.85,December,487,26,Daily,35,382.94,4.2,0.62,54,0,Express,Paid,England,Android,Credit Card,Sunday,Yes,No,Yes,Twitter
664.43,July,380,16,None,15,247.78,6.2,0.6,47,0,Express,Paid,United States,Computer,PayPal,Friday,No,Yes,No,None
601.39,August,381,19,None,14,360.14,6.9,0.9,54,0,Express,Paid,Germany,Computer,Credit Card,Thursday,No,No,No,None
676.48,July,348,31,None,35,218.2,3.4,0.79,55,0,Express,Paid,Belgium,Computer,Credit Card,Saturday,No,Yes,No,None
449.32,March,485,32,None,35,164.44,0.4,0.82,78,0,Express,Paid,Italy,Computer,EFT,Saturday,No,No,Yes,None
681.8,November,396,32,None,24,153.12,7,0.52,41,0,Express,Free,South Africa,iOS,Credit Card,Saturday,No,Yes,Yes,None
442.98,February,475,40,None,30,273.9,2,0.65,48,43,Premium,Paid,South Africa,Computer,Account Credit,Wednesday,No,Yes,Yes,None
525.39,May,490,37,None,21,243.44,1.8,0.64,64,0,Premium,Paid,China,Computer,Credit Card,Friday,Yes,No,Yes,Facebook
523.93,July,400,15,None,9,144.32,3.3,0.7,56,0,Standard,Paid,Egypt,Computer,EFT,Saturday,Yes,No,No,Facebook
508.66,March,445,28,Monthly,31,381.32,3.5,0.5,34,42,Standard,Free,Kenya,iOS,EFT,Sunday,Yes,No,Yes,Facebook
444.76,July,434,52,None,40,248.24,7.9,0.94,87,0,Express,Paid,Italy,Computer,Credit Card,Wednesday,Yes,No,Yes,Facebook
1178.21,May,552,30,None,31,333.09,2.4,0.6,41,0,Standard,Paid,South Africa,Computer,Credit Card,Saturday,No,Yes,No,None
599.38,August,396,24,None,26,532.42,5.5,0.72,36,33,Standard,Free,South Africa,Computer,Credit Card,Friday,No,Yes,Yes,None
651.36,May,373,17,None,10,395.25,4.7,0.56,46,26,Express,Paid,India,Computer,Credit Card,Sunday,Yes,Yes,Yes,Facebook
510.19,July,512,21,None,30,357.99,3.1,0.72,88,0,Express,Paid,China,Computer,Credit Card,Tuesday,No,No,No,None
533.14,June,426,14,None,6,258.54,5.5,0.7,38,0,Express,Paid,Ireland,Computer,EFT,Saturday,Yes,Yes,Yes,Facebook
648.33,November,527,32,None,30,320.32,7.7,0.95,67,0,Premium,Paid,South Africa,iOS,Credit Card,Tuesday,No,No,Yes,None
571.48,March,391,27,None,33,232.83,3.1,0.56,53,0,Premium,Paid,South Africa,Computer,Credit Card,Thursday,No,No,Yes,None
548.21,November,475,41,Monthly,48,171.38,4,0.59,42,0,Premium,Paid,South Africa,Computer,Credit Card,Thursday,Yes,No,Yes,Instagram
653.17,October,477,0,None,0,0,4.8,0,34,40,Express,Free,South Africa,Computer,EFT,Tuesday,No,Yes,Yes,None
485.12,January,447,32,None,33,141.96,1.7,0.82,78,0,Premium,Paid,India,Android,Credit Card,Sunday,No,No,Yes,None
937.01,July,363,37,Monthly,29,376.67,5.6,0.54,59,0,Express,Paid,South Africa,Computer,EFT,Saturday,Yes,Yes,No,Twitter
816.02,May,379,21,Monthly,23,158.9,5.1,0.57,31,0,Premium,Paid,South Africa,Computer,Credit Card,Tuesday,Yes,Yes,No,Facebook
548.1,February,388,43,None,62,282.75,7.3,0.81,48,0,Premium,Paid,Japan,Computer,Credit Card,Sunday,Yes,No,Yes,Instagram
522.08,January,390,17,None,18,208.04,7.5,0.88,44,0,Express,Paid,Kenya,Computer,Account Credit,Saturday,No,Yes,Yes,None
1086.18,November,539,10,Daily,8,174.55,6.8,0.52,36,0,Premium,Paid,South Africa,Android,Credit Card,Sunday,Yes,Yes,No,Twitter
804.92,June,335,0,None,0,0,0.4,0,25,0,Premium,Paid,China,Computer,Credit Card,Saturday,No,No,Yes,None
505.84,April,468,3,None,12,220.17,1.9,0.96,43,0,Express,Paid,Ireland,Android,Credit Card,Tuesday,Yes,No,Yes,Twitter
523.28,October,491,46,None,53,213.14,4.8,0.99,44,0,Premium,Paid,China,Computer,Credit Card,Tuesday,No,Yes,No,None
526.2,May,451,41,Weekly,39,262.15,2,0.56,51,0,Premium,Paid,Belgium,Computer,EFT,Sunday,No,No,Yes,None
1018.1,April,507,0,None,0,0,7.9,0,20,0,Express,Paid,South Africa,Computer,Credit Card,Thursday,No,Yes,No,None
723.15,February,379,40,None,19,274.62,6.1,0.94,45,0,Premium,Paid,South Africa,Computer,Credit Card,Thursday,No,Yes,No,None
539.13,March,388,15,None,13,150.23,5.4,0.94,84,8,Express,Paid,Netherlands,Computer,EFT,Saturday,No,Yes,No,None
472.69,February,428,14,None,11,202.44,3.7,0.9,60,0,Premium,Paid,Brazil,Computer,Credit Card,Friday,No,Yes,Yes,None
640.25,March,346,38,None,32,154.19,4.2,0.74,87,0,Standard,Paid,South Africa,Computer,PayPal,Thursday,No,Yes,No,None
1500.98,May,566,0,None,0,0,5.5,0,39,0,Standard,Paid,South Africa,Computer,EFT,Monday,No,Yes,No,None
550.8,December,440,0,None,0,0,0.5,0,52,18,Express,Paid,Japan,iOS,Account Credit,Friday,No,No,No,None
741.4,November,516,0,None,0,0,0.1,0,61,0,Express,Paid,South Africa,Computer,EFT,Saturday,No,No,No,None
526.25,May,456,42,Monthly,48,147.96,5.5,0.76,48,0,Express,Paid,United States,iOS,EFT,Thursday,No,Yes,No,None
665.7,August,481,20,None,13,228.8,7.3,0.55,34,0,Premium,Paid,China,Computer,Account Credit,Saturday,No,Yes,Yes,None
729.79,March,394,8,None,15,308.82,6.5,0.5,57,0,Express,Paid,United States,Computer,EFT,Thursday,Yes,Yes,No,Instagram
1054.55,April,540,0,None,0,0,1.1,0,28,0,Premium,Paid,South Africa,Computer,Credit Card,Monday,No,No,Yes,None
813.2,April,551,0,None,0,0,6.3,0,61,0,Premium,Paid,Japan,Computer,Credit Card,Saturday,Yes,No,No,Facebook
643.84,May,518,4,Daily,9,464.62,5,0.9,29,0,Express,Paid,Japan,Computer,Credit Card,Friday,Yes,No,No,Facebook
571.44,April,397,21,None,31,154.41,7.7,0.96,59,0,Express,Paid,Egypt,Computer,Credit Card,Sunday,No,Yes,No,None
664.55,November,341,44,None,40,252.89,5.9,0.6,29,0,Express,Paid,India,Android,EFT,Saturday,No,No,Yes,None
554.92,August,464,46,None,44,173.93,5.2,0.76,50,0,Premium,Paid,South Africa,iOS,Credit Card,Friday,Yes,No,No,Instagram
499.38,March,466,70,Monthly,44,223.95,5,1,25,43,Express,Paid,South Africa,Computer,Credit Card,Friday,Yes,No,Yes,Instagram
564.49,November,392,18,None,14,225.21,3.5,0.97,28,24,Standard,Paid,Egypt,Computer,Credit Card,Wednesday,Yes,Yes,Yes,Instagram
822.87,December,561,20,None,14,280.65,0.3,0.97,38,0,Express,Paid,Belgium,Android,Credit Card,Sunday,No,No,Yes,None
1355.95,October,563,0,None,0,0,6.6,0,59,0,Standard,Paid,South Africa,Computer,Credit Card,Wednesday,Yes,No,Yes,Twitter
476.8,February,476,23,None,19,259.49,7.7,0.58,33,0,Standard,Paid,China,Android,Credit Card,Monday,No,No,Yes,None
558.68,December,465,10,Daily,11,191.88,7.9,0.72,43,0,Standard,Paid,Brazil,Computer,Credit Card,Tuesday,Yes,Yes,No,Instagram
467.38,October,436,46,None,52,276.59,1.2,0.74,42,0,Standard,Paid,China,Android,Credit Card,Saturday,No,No,Yes,None
761.88,May,545,2,None,11,156.53,6.7,0.81,40,0,Express,Paid,Belgium,Computer,EFT,Monday,Yes,Yes,No,Instagram
456.67,February,491,15,None,10,176.44,2.8,0.84,68,0,Express,Paid,Japan,Computer,Credit Card,Monday,No,Yes,No,None
587.41,September,431,29,None,38,292.24,4,0.75,47,0,Express,Paid,South Africa,Android,Credit Card,Friday,Yes,No,Yes,Instagram
617.27,November,526,36,None,24,367.51,3.3,0.68,69,0,Standard,Free,South Africa,Computer,Credit Card,Saturday,Yes,No,No,Twitter
429.91,July,415,20,None,11,314.77,0.2,0.61,38,0,Express,Paid,United States,Android,Credit Card,Monday,No,Yes,Yes,None
522.4,July,370,20,None,11,139.4,0.7,0.84,20,11,Express,Paid,England,iOS,EFT,Thursday,Yes,No,Yes,Facebook
648.16,December,387,21,None,26,386.62,7.3,0.87,35,0,Express,Paid,Ireland,Computer,Credit Card,Tuesday,Yes,Yes,Yes,Instagram
942.42,April,529,12,None,10,325.1,6.1,0.64,53,0,Express,Paid,Egypt,Computer,Credit Card,Friday,No,Yes,Yes,None
728.2,October,362,25,None,25,143.77,5,0.73,90,0,Standard,Paid,Egypt,Computer,Credit Card,Saturday,Yes,Yes,No,Facebook
706.19,May,364,35,None,21,478.09,6.9,0.57,35,0,Express,Paid,Ireland,Android,Credit Card,Sunday,Yes,Yes,Yes,Facebook
497.38,June,440,50,Monthly,40,221.1,3.5,0.5,37,21,Standard,Free,India,Computer,Credit Card,Sunday,No,No,No,None
738.74,September,396,0,None,0,0,2.3,0,44,0,Standard,Paid,South Africa,Computer,Credit Card,Sunday,Yes,Yes,Yes,Instagram
625.91,April,388,26,Monthly,34,207.28,3.3,0.74,46,0,Express,Paid,Egypt,Computer,Credit Card,Friday,No,Yes,No,None
731.6,July,332,21,None,35,220.59,3.8,0.52,62,0,Express,Paid,China,Computer,Credit Card,Wednesday,Yes,No,No,Twitter
498.35,April,480,40,None,25,177.27,3.4,1,32,0,Standard,Paid,South Africa,Computer,Credit Card,Wednesday,No,Yes,No,None
477.98,March,430,15,None,7,190.44,3.3,0.71,83,0,Express,Free,Brazil,Computer,EFT,Saturday,Yes,No,No,Facebook
858.66,April,541,27,Monthly,27,176.69,4.4,0.81,39,33,Standard,Paid,India,Computer,Credit Card,Tuesday,No,Yes,No,None
560.41,July,427,39,Monthly,41,170.42,5.6,0.72,69,0,Standard,Free,South Africa,Computer,Credit Card,Wednesday,No,Yes,Yes,None
543.31,January,435,27,None,31,655.12,2.6,0.72,32,0,Express,Paid,Brazil,Computer,Credit Card,Sunday,No,No,No,None
768.1,July,351,66,Daily,45,324.28,5.5,0.71,38,0,Express,Paid,India,Android,EFT,Saturday,No,Yes,No,None
737.79,December,476,58,Daily,50,394.44,5,0.51,64,0,Premium,Paid,Belgium,Computer,EFT,Saturday,Yes,Yes,No,Instagram
537.41,July,406,38,None,32,188.95,6.5,0.86,44,34,Standard,Paid,South Africa,Android,Credit Card,Wednesday,No,Yes,Yes,None
611.98,May,499,0,None,0,0,1.9,0,29,0,Standard,Paid,South Africa,Computer,Credit Card,Saturday,No,No,Yes,None
504.29,April,482,24,None,33,231.84,5.5,0.79,17,0,Express,Paid,England,Computer,Account Credit,Friday,No,No,No,None
475.97,August,481,6,None,13,167.87,7.6,0.71,43,0,Premium,Paid,Kenya,Computer,EFT,Wednesday,Yes,No,Yes,Instagram
554.92,April,406,47,Monthly,54,246.51,4.5,0.77,60,0,Standard,Paid,South Africa,Computer,Credit Card,Friday,No,No,Yes,None
591.99,August,483,15,None,8,237.13,7.7,0.72,62,0,Standard,Paid,South Africa,iOS,Credit Card,Saturday,Yes,Yes,No,Facebook
604.48,October,459,7,Weekly,9,237.46,2.2,0.57,62,0,Premium,Paid,Egypt,Computer,Credit Card,Saturday,No,Yes,Yes,None
527.31,January,485,53,None,54,210.25,0,0.97,35,0,Express,Paid,South Africa,Computer,Credit Card,Wednesday,Yes,No,No,Twitter
530.84,January,464,1,Weekly,13,360.33,2.3,0.87,40,32,Express,Paid,United States,Computer,Credit Card,Tuesday,No,No,Yes,None
775.98,September,349,0,None,0,0,4.2,0,66,13,Standard,Paid,South Africa,iOS,Account Credit,Saturday,No,Yes,No,None
483.19,November,392,31,None,40,301.9,6.7,0.82,65,0,Standard,Paid,South Africa,iOS,Credit Card,Saturday,No,No,Yes,None
845.05,October,332,18,None,9,190.53,3,0.72,37,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,No,No,Yes,None
1215.31,March,527,0,None,0,0,4.8,0,36,0,Standard,Free,England,Computer,EFT,Friday,No,Yes,Yes,None
699.14,March,442,71,None,43,414.43,5.8,0.72,76,0,Express,Paid,Kenya,Computer,Credit Card,Friday,Yes,Yes,No,Instagram
657.53,February,434,18,Daily,16,326.67,5.3,0.57,28,0,Express,Paid,South Africa,Computer,EFT,Tuesday,Yes,Yes,Yes,Instagram
582.44,May,377,41,Monthly,46,518,4.8,0.58,44,0,Express,Paid,South Africa,Android,EFT,Tuesday,No,Yes,No,None
587.61,December,453,18,None,10,175.58,0.7,0.5,56,0,Premium,Paid,England,Computer,Credit Card,Wednesday,Yes,No,Yes,Twitter
636.09,December,500,44,None,50,215.79,6.7,0.86,41,0,Premium,Paid,South Africa,Android,Credit Card,Sunday,Yes,Yes,No,Twitter
499.93,March,458,53,Daily,41,150.98,5.7,0.93,68,0,Standard,Free,South Africa,Computer,EFT,Saturday,No,No,Yes,None
488.49,November,410,55,None,36,201.64,0.8,0.97,57,0,Standard,Paid,South Africa,Computer,Credit Card,Wednesday,No,Yes,No,None
820.02,November,548,0,None,0,0,6.6,0,65,0,Express,Paid,Germany,Computer,Credit Card,Wednesday,No,No,No,None
1323.14,September,590,3,None,14,288.45,5.4,0.64,39,0,Express,Paid,United States,Computer,Credit Card,Friday,No,Yes,No,None
735.94,November,371,24,None,28,148.52,7.3,0.94,32,0,Premium,Paid,South Africa,Android,Credit Card,Saturday,No,Yes,No,None
511.8,August,420,33,None,24,245.92,4.6,0.51,80,0,Express,Paid,Ireland,Computer,Credit Card,Friday,Yes,Yes,Yes,Facebook
506.86,July,473,24,None,29,299.23,4.7,0.93,64,0,Express,Paid,Egypt,Computer,Credit Card,Thursday,No,Yes,Yes,None
548.8,November,389,16,None,6,310.69,3.9,0.68,46,0,Express,Paid,Ireland,Computer,Credit Card,Wednesday,No,Yes,No,None
639.3,August,478,0,None,0,0,3.2,0,51,0,Premium,Paid,South Africa,Computer,Credit Card,Sunday,No,No,Yes,None
518.12,April,474,53,Daily,44,166.99,7.8,0.81,23,15,Express,Paid,England,Computer,EFT,Thursday,No,No,Yes,None
614.1,September,472,55,None,45,332.75,1.1,0.57,34,0,Express,Paid,Ireland,Computer,Credit Card,Sunday,No,No,No,None
672.33,January,401,39,None,30,303.41,2.6,0.76,54,0,Premium,Paid,South Africa,Android,EFT,Saturday,Yes,No,Yes,Instagram
688.2,October,382,27,None,28,192.18,2.8,0.74,31,0,Express,Paid,China,Computer,Credit Card,Thursday,No,No,Yes,None
596.37,January,399,61,None,46,533.09,6.5,0.56,34,0,Premium,Paid,South Africa,Android,Credit Card,Monday,Yes,Yes,Yes,Facebook
626.31,September,494,53,None,42,200.15,0.3,0.67,32,0,Standard,Paid,Egypt,iOS,Account Credit,Friday,Yes,No,Yes,Facebook
479.12,August,385,31,None,22,258.12,2.8,0.58,72,0,Premium,Paid,Japan,Computer,Credit Card,Sunday,No,No,Yes,None
619.04,March,355,7,None,6,210.78,5.6,0.67,65,0,Premium,Paid,Germany,Computer,Credit Card,Sunday,No,Yes,No,None
604.24,October,496,21,None,35,295.48,0.1,0.92,35,0,Premium,Paid,South Africa,Computer,Account Credit,Monday,Yes,No,Yes,Instagram
572.56,July,443,76,None,56,273.72,7.5,0.74,49,0,Express,Paid,South Africa,iOS,Credit Card,Sunday,No,Yes,Yes,None
590.3,November,437,43,Daily,51,226.99,5.9,0.65,53,42,Standard,Paid,Belgium,Computer,EFT,Saturday,Yes,Yes,Yes,Instagram
1654.57,December,567,0,None,0,0,5.9,0,58,0,Premium,Free,Brazil,Computer,EFT,Tuesday,No,Yes,Yes,None
522.49,July,432,25,None,31,288.32,5,0.8,39,0,Standard,Free,Egypt,iOS,Credit Card,Friday,No,No,No,None
1114.28,March,350,25,None,29,490.72,7.1,0.53,44,0,Express,Paid,Germany,Computer,Credit Card,Friday,No,Yes,Yes,None
557.55,July,407,26,Monthly,31,174.97,5.1,0.59,82,0,Premium,Paid,South Africa,Computer,Credit Card,Saturday,No,Yes,Yes,None
497.66,April,490,20,Daily,6,249.86,4.9,0.94,58,0,Premium,Paid,South Africa,Computer,EFT,Tuesday,Yes,Yes,No,Instagram
515.21,December,447,29,None,28,154.43,6,0.64,73,0,Express,Paid,England,Computer,Credit Card,Friday,No,Yes,No,None
879.91,December,502,0,None,0,0,1.9,0,25,0,Premium,Paid,South Africa,Computer,EFT,Wednesday,No,No,Yes,None
844.58,April,528,47,None,46,266.46,4.5,0.64,55,14,Express,Free,Ireland,Computer,Credit Card,Tuesday,No,Yes,No,None
732.01,September,394,23,None,32,381.8,6,0.87,18,20,Standard,Paid,South Africa,Computer,Credit Card,Friday,Yes,Yes,Yes,Twitter
1012.47,March,532,0,None,0,0,4.8,0,45,0,Express,Paid,Belgium,Android,Credit Card,Thursday,No,Yes,Yes,None
570.6,December,521,49,Daily,53,258.01,6.6,0.96,57,0,Express,Paid,United States,Computer,Credit Card,Friday,Yes,No,No,Facebook
1113.88,July,564,0,None,0,0,6.2,0,17,0,Standard,Paid,South Africa,Computer,Credit Card,Sunday,No,No,Yes,None
544.58,January,472,35,None,24,153.11,7.6,0.63,65,0,Premium,Paid,Brazil,Computer,PayPal,Sunday,No,Yes,Yes,None
503.63,January,413,37,None,38,278.9,2.4,0.63,42,0,Express,Paid,Netherlands,Computer,EFT,Friday,Yes,No,Yes,Twitter
768.07,June,487,47,None,56,221.04,5.9,0.96,37,0,Express,Free,Belgium,Computer,EFT,Saturday,Yes,Yes,No,Instagram
508.85,April,356,55,Weekly,48,155,3.1,0.8,62,0,Express,Paid,Ireland,iOS,EFT,Saturday,Yes,No,No,Twitter
543.19,October,482,50,None,50,178.72,2.3,0.77,37,22,Standard,Paid,South Africa,Computer,Credit Card,Friday,No,No,Yes,None
751.95,April,497,6,None,10,240.3,0.5,0.52,57,0,Premium,Paid,South Africa,iOS,EFT,Thursday,Yes,No,Yes,Twitter
492.52,June,475,18,Weekly,18,523.83,3.4,0.6,88,0,Premium,Paid,Kenya,iOS,Credit Card,Tuesday,Yes,No,Yes,Twitter
450.22,July,406,8,None,13,204.64,5.5,0.88,45,0,Express,Free,Kenya,Computer,Credit Card,Saturday,Yes,Yes,No,Instagram
547.13,October,505,36,Monthly,33,192.86,4.6,0.89,71,40,Standard,Free,Belgium,Computer,EFT,Friday,Yes,No,Yes,Facebook
605.62,June,418,38,Monthly,25,324.48,4.5,0.52,20,0,Premium,Paid,England,Android,Credit Card,Wednesday,Yes,No,Yes,Facebook
489.16,October,403,26,None,27,184.07,3,0.72,36,0,Standard,Paid,China,Android,Credit Card,Saturday,No,No,Yes,None
836.19,December,335,19,None,13,264.67,3.9,0.62,40,35,Standard,Paid,China,Computer,Account Credit,Friday,Yes,No,Yes,Twitter
648.86,March,494,4,Daily,5,569.46,6.2,0.63,62,0,Premium,Paid,Kenya,Computer,Credit Card,Friday,No,Yes,No,None
822.55,February,507,16,Daily,16,269.21,6.7,0.94,50,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,No,Yes,Yes,None
515.25,August,487,18,None,14,188.31,0.5,0.9,59,0,Express,Paid,South Africa,Android,Credit Card,Tuesday,Yes,No,No,Facebook
527.8,October,418,26,Monthly,22,300.62,5.3,0.55,45,0,Premium,Paid,South Africa,Computer,Credit Card,Wednesday,No,No,Yes,None
1320.21,July,562,29,None,21,151.17,5.7,0.66,53,0,Standard,Free,Belgium,Computer,EFT,Friday,No,Yes,Yes,None
908.77,June,526,27,None,30,148.17,5.5,0.51,57,0,Express,Paid,South Africa,Computer,Credit Card,Saturday,No,Yes,Yes,None
